geom_type,lon,lat,@id,bench,bin,bus,covered,highway,lit,local_ref,name,public_transport,ref,tactile_paving,wheelchair,addr:country,operator,shelter,network,check_date,check_date:bench,check_date:bin,check_date:shelter,check_date:tactile_paving,departures_board,mapillary,ref:signed,note,transportation,pole,phone,alt_name,bus_stop:category,was:highway,survey:date,fixme,amenity,facility_manager,source:position,status,users_PLWD,users_boy,users_elderly,users_female,users_girl,users_men,name:signed,name:en
Point,-8.7718789,37.1390874,node/11449140148,no,,yes,,bus_stop,,,Várzea Grande-Cruzamento,platform,,,,,,no,,,,,,,,,,,,,,,,,,"Verify position, unclear where the bus will stop.",,,,,,,,,,,,
Point,-8.7036241,37.1381327,node/11449218633,no,,,,bus_stop,,,Figueiral,platform,,,,,,no,,,,,,,,,,,,,,,,,,"Verify position, unclear where the bus will stop.",,,,,,,,,,,,
Point,-8.7065819,37.1403649,node/11449218634,no,,,,bus_stop,,,Vale da Bensafrim,platform,,,,,,no,,,,,,,,,,,,,,,,,,"Verify position, unclear where the bus will stop.",,,,,,,,,,,,
Point,-8.730986,37.1543065,node/11449218635,no,,,,bus_stop,,,Fronteira,platform,,,,,,no,,,,,,,,,,,,,,,,,,"Verify position, unclear where the bus will stop.",,,,,,,,,,,,
Point,-8.7470926,37.1512131,node/11449218636,no,,yes,,bus_stop,,,Fonte do Maranhão 2,platform,,,,,,no,,,,,,,,,,,,,,,,,,"Verify position, unclear where the bus will stop.",,,,,,,,,,,,
Point,-8.7693201,37.1439355,node/11449238161,no,,yes,,bus_stop,,,Carrasqueira,platform,,,,,,no,,,,,,,,,,,,,,,,,,"Verify position, unclear where the bus will stop.",,,,,,,,,,,,
Point,-8.7592665,37.1480057,node/11449238162,no,,yes,,bus_stop,,,Monte Figueiras,platform,,,,,,no,,,,,,,,,,,,,,,,,,"Verify position, unclear where the bus will stop.",,,,,,,,,,,,
Point,-8.7547691,37.1496065,node/11449238163,no,,yes,,bus_stop,,,Azóia,platform,,,,,,no,,,,,,,,,,,,,,,,,,"Verify position, unclear where the bus will stop.",,,,,,,,,,,,
Point,-8.7181637,37.1499764,node/11449238164,no,no,,,bus_stop,no,,Poço do Vale,platform,,no,,,,no,,,,,,,,,,,,,,,,,,"Verify position, unclear where the bus will stop.",,,,,,,,,,,,
Point,-8.6971137,37.1306368,node/11449238165,no,,yes,,bus_stop,,,Jardim,platform,,,,,,no,,,,,,,,,,,,,,,,,,"Verify position, unclear where the bus will stop.",,,,,,,,,,,,
Point,-8.7015501,37.1701226,node/11452199386,no,yes,,,bus_stop,,,Cotifo de Cima,platform,,,,,ONDA,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.7013596,37.1701589,node/11452199387,no,yes,,,bus_stop,,,Cotifo de Cima,platform,,,,,ONDA,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6998677,37.1716903,node/11452199388,no,yes,,,bus_stop,,,Cotifo (Escola),platform,,,,,ONDA,no,,,,,,,,,,,,,,,,,,"Verify position, unclear where the bus will stop.",,,,,,,,,,,,
Point,-8.6997959,37.1716465,node/11452199389,no,yes,,,bus_stop,,,Cotifo (Escola),platform,,,,,ONDA,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6970513,37.1741299,node/11452199390,no,yes,,,bus_stop,,,Cotifo,platform,,,,,ONDA,no,,,,,,,,,,,,,,,,,,"Verify position, unclear where the bus will stop.",,,,,,,,,,,,
Point,-8.697227,37.1741161,node/11452199391,yes,yes,,,bus_stop,,,Cotifo,platform,,,,,ONDA,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6936429,37.1723753,node/11452199392,no,yes,,,bus_stop,,,Quinta Velha,platform,,,,,ONDA,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6869267,37.1726376,node/11452199393,no,yes,,,bus_stop,,,Arneiro da Lage,platform,,,,,ONDA,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6824923,37.1723646,node/11452199398,no,yes,,,bus_stop,,,Monte Ruivo,platform,,,,,ONDA,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6779835,37.1723507,node/11452199399,no,yes,,,bus_stop,,,Monte Ruivo / Bemparece,platform,,,,,ONDA,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6747608,37.1630718,node/11452199400,no,yes,,,bus_stop,,,Farta Vacas Cruzamento,platform,,,,,ONDA,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6710151,37.1646541,node/11452199401,no,yes,,,bus_stop,,,Farta Vacas,platform,,,,,ONDA,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6650546,37.1653675,node/11452199402,no,yes,,,bus_stop,,,Farta Vacas,platform,,,,,ONDA,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6599959,37.1675733,node/11452199403,no,yes,,,bus_stop,,,Alfarrobeiras / Pedra Branca,platform,,,,,ONDA,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6539388,37.1731019,node/11452199404,no,yes,,,bus_stop,,,Pedra Branca,platform,,,,,ONDA,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6477771,37.1732959,node/11452199405,no,yes,,,bus_stop,,,Arão,platform,,,,,ONDA,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
