geom_type,lon,lat,@id,amenity,name,short_name,wikidata,wikipedia,@geometry,addr:city,addr:postcode,addr:street,barrier,contact:email,contact:phone,grades,operator,operator:ref,operator:type,ref,ref:qzp,disused,contact:fax,building,check_date,contact:website,alt_name,website,addr:housenumber,email,phone,religion,survey:date,surface,official_name,source,denomination,isced:level,landuse,playground,fax,ref:aeep,addr:place,name:en,addr:housename,education,description,image,min_age,opening_hours,wheelchair,Latitude,Longitude,ref:UAI,school:FR,facility_amount,facility_pay,facility_use,source:position,status,users_PLWD,users_boy,users_elderly,users_female,users_girl,users_men,internet_access,level,start_date
Point,3.3857,6.6371,node/8533569967,school,"Local Government School I, Isheri-Olofin",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3yrs,Mo-Fr 07:45 - 4:00,yes,6.6371,3.3857,,,,,,,,,,,,,,,,
Point,3.1986118,6.5174771,node/8533570019,school,"Local Government Primary School, Totowu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3yrs,Mo-Fr 07:45 - 4:00,yes,6.5172,3.1991,,,,,,,,,,,,,,,,
Point,3.5124975,6.4443102,node/8559845731,school,COVENANT HALL SCHOOL,,,,,Eti osa,105102,"Bamidele Eletu Avenue, Osapa London",,,,,,,,,,,,,,,,https://covenanthallschools.com.ng/,27,covenanthallschoolslekki@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.5005984,6.6260514,node/9213584264,school,Stars International College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3759905,6.4940357,node/9932503719,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.7509991,37.1664135,node/10169730310,school,Nautiluz Learning & Inovation Hub,,,,,,,,,,,0-10,,,,,,,,,,,,https://www.nautiluz.pt/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.6291538,6.4704887,node/11121934209,school,Christ The Rock Of Ages International School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.6285601,6.471747,node/11121934218,school,Crane College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.6283485,6.4704322,node/11121934219,school,Crane Schools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,2.9738442,6.437166,node/11184752031,school,Iworo Ajido Model College,,,,,Lagos,103101,Whispering Palms-Iworo Rd,,,,,,,,,,,,,,,,https://lagosschoolsonline.com/schools/profile/1759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-0.2258548,43.2080123,node/11407983062,school,,,Q119907857,,,,,,,,,,,,public,,,,,,,,,,,,,,,,,Ministère de l'Éducation nationale et de la Jeunesse - 2023-11,,,,,,,,,,,,,,,,,,0640550A,primaire,,,,,,,,,,,,,,
Point,3.5230598,6.5397374,node/12132438350,school,Morning Dew Private School,,,,,,,Oreta Road,,,,,07063364306,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2323297,6.5215423,node/12281528737,school,Danny grace academy,,,,,,,,,,,,private/ individual,,,,,,,,,,,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,per term,yes,school,gps,functional,no,yes,no,no,yes,no,,,
Point,3.2316771,6.5200787,node/12281528738,school,DE MICROBYTES,,,,,,,,,,,,private/ individual,,,,,,,,,,,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,5000/ month,yes,schooling,gps,functional,no,yes,no,no,yes,no,,,
Point,3.2343541,6.5227792,node/12281528739,school,Triple b nursery and primary,,,,,,,,,,,,private/ individual,,,,,,,,,,,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,pay per term,yes,learning,gps,needs repair,no,yes,no,yes,yes,yes,,,
Point,3.2290403,6.5211169,node/12281528740,school,JEMFAS SCHOOLS,,,,,,,,,,,,private/ individual,,,,,,,,,,,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,per term,yes,learning,gps,functional,no,yes,yes,yes,yes,yes,,,
Point,3.2329877,6.5257007,node/12281528741,school,St Mary Grace School,,,,,,,,,,,,private/ individual,,,,,,,,,,,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,7000-10000,yes,educational purposes,gps,functional,no,yes,no,no,yes,no,,,
Point,3.233245,6.5216733,node/12281528742,school,PILLARS COLLEGE,,,,,,,,,,,,private/ individual,,,,,,,,,,,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,per term,yes,learning,gps,functional,no,yes,yes,yes,yes,yes,,,
Point,3.2326753,6.5213164,node/12281528743,school,PILLARS PRIMARY SCHOOL,,,,,,,,,,,,private/ individual,,,,,,,,,,,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,term charged,yes,learning,gps,functional,no,yes,no,yes,yes,yes,,,
Point,3.2361984,6.5251875,node/12281528744,school,Mary Greg Schools,,,,,,,,,,,,private/ individual,,,,,,,,,,,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,per term,yes,school,gps,functional,no,yes,no,no,yes,no,,,
Point,3.2372744,6.5274908,node/12281528745,school,Loveone Academy,,,,,,,,,,,,private/ individual,,,,,,,,,,,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,7000naira-10000naira,yes,educational purposes,gps,functional,no,yes,no,no,yes,no,,,
Point,3.2361401,6.5225172,node/12281528746,school,Bridge School,,,,,,,,,,,,private/ individual,,,,,,,,,,,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,per term,yes,leaning,gps,functional,yes,yes,yes,yes,yes,yes,,,
Point,3.2375165,6.522484,node/12281528747,school,Al ibadah children School,,,,,,,,,,,,private/ individual,,,,,,,,,,,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,pay per term,yes,learning,gps,functional,yes,yes,yes,yes,yes,yes,,,
Point,3.2394586,6.5241514,node/12281528748,school,Tutorial lesson,,,,,,,,,,,,private/ individual,,,,,,,,,,,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,per term,yes,to give you a space to engage more actively with the course content,gps,functional,no,yes,yes,yes,yes,yes,,,
Point,3.2400836,6.5247633,node/12281528749,school,House,,,,,,,,,,,,private/ individual,,,,,,,,,,,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,per annual,yes,used to talk about a building made for people or a family to live in.,gps,functional,no,yes,yes,yes,yes,yes,,,
Point,3.2378394,6.5259754,node/12281528750,school,Mosfit private school,,,,,,,,,,,,private/ individual,,,,,,,,,,,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,payment per term,yes,education,gps,functional,yes,yes,yes,yes,yes,yes,,,
Point,3.2345573,6.5318251,node/12281528751,school,Amazing success model academy,,,,,,,,,,,,private/ individual,,,,,,,,,,,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,pay per team,yes,leaning,gps,functional,no,yes,no,no,yes,no,,,
Point,3.2343003,6.5307361,node/12281528752,school,Ikeoluwa conprehensive college,,,,,,,,,,,,private/ individual,,,,,,,,,,,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,pay per time,yes,educational center,gps,functional,no,yes,no,no,yes,no,,,
Point,3.2356623,6.5339716,node/12281528753,school,JB_JOSHBIS ACADEMY SCHOOL,,,,,,,,,,,,private/ individual,,,,,,,,,,,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,per term,yes,schools are organized spaces purposed for teaching and learning,gps,functional,no,yes,yes,yes,yes,yes,,,
Point,3.2359191,6.530527,node/12281528754,school,JIGATES DIGITAL SCHOOL,,,,,,,,,,,,private/ individual,,,,,,,,,,,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,per term,yes,for teaching and learning,gps,functional,no,yes,yes,yes,yes,yes,,,
Point,3.2348277,6.5345182,node/12281528755,school,Meevic home grace,,,,,,,,,,,,private/ individual,,,,,,,,,,,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,payment per term,yes,education,gps,functional,yes,yes,yes,yes,yes,yes,,,
Point,3.2345847,6.5318697,node/12281528756,school,Amazing Success Model Academy,,,,,,,,,,,,private/ individual,,,,,,,,,,,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,8000-12000,yes,educational activities,gps,functional,no,yes,no,no,yes,no,,,
Point,3.2359642,6.5347949,node/12281528757,school,PECULIAR TREASURE NURSERY AND PRIMARY SCHOOL,,,,,,,,,,,,private/ individual,,,,,,,,,,,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,per term,yes,learning,gps,functional,no,yes,yes,yes,yes,yes,,,
Point,3.2355433,6.5359617,node/12281528758,school,DAMARVOUR School,,,,,,,,,,,,private/ individual,,,,,,,,,,,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,per term,yes,primary school,gps,functional,no,yes,no,yes,yes,yes,,,
Point,3.2343019,6.5305774,node/12281528759,school,Ike Oluwa comprehensive college,,,,,,,,,,,,private/ individual,,,,,,,,,,,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,"35,000 per term",yes,educational purpose,gps,functional,no,yes,no,no,yes,no,,,
Point,3.2329026,6.5328142,node/12281528760,school,"Motbram Nur, primary school",,,,,,,,,,,,private/ individual,,,,,,,,,,,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,17500per child,yes,education purpose,gps,functional,no,yes,yes,yes,yes,yes,,,
Point,3.2358137,6.5303697,node/12281528761,school,Jigates digital School,,,,,,,,,,,,private/ individual,,,,,,,,,,,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,pay per team,yes,leaning,gps,functional,no,yes,yes,yes,yes,yes,,,
Point,3.2321863,6.5299637,node/12281528762,school,Alpha comprehensive schools,,,,,,,,,,,,private/ individual,,,,,,,,,,,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,7000- 10000,yes,educational purposes,gps,functional,no,yes,no,no,yes,no,,,
Point,3.2290444,6.5240321,node/12281528763,school,Excellent Breed School,,,,,,,,,,,,private/ individual,,,,,,,,,,,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,#100-#200 per day,yes,learning,gps,functional,no,yes,no,no,yes,no,,,
Point,3.2277602,6.5246006,node/12281528764,school,Connection Private school,,,,,,,,,,,,private/ individual,,,,,,,,,,,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,per term,yes,school to gain knowledge & skills and personal development,gps,functional,no,yes,yes,yes,yes,yes,,,
Point,3.2293439,6.5231863,node/12281528765,school,Beatom Excellent Montessori,,,,,,,,,,,,private/ individual,,,,,,,,,,,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,per term base,yes,schools are organized spaces purposed for teaching and learning.,gps,functional,no,yes,no,yes,yes,yes,,,
Point,3.2283632,6.5224477,node/12281528766,school,Denoy kids academy & college,,,,,,,,,,,,private/ individual,,,,,,,,,,,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,per term base,yes,schools are organized spaces purposed for teaching and learning,gps,functional,no,yes,no,yes,yes,yes,,,
Point,3.2315598,6.5304273,node/12281528767,school,First winner's nursery & primary school,,,,,,,,,,,,private/ individual,,,,,,,,,,,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,5000-8000,yes,educational purposes,gps,functional,no,yes,no,no,yes,no,,,
Point,3.3798654,6.5682357,node/12381822089,school,Story Academy Special needs school,,,,,Lagos,105102,Ilesanmi Street,,,,1-7,,,,,,,,,,,,sa,2,storyacademy02@gmail.com,09016656367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6872569,37.0962915,node/12573917895,school,Escola Secundária Gil Eanes,,,,,Lagos,8600-614,Rua da Escola Gil Eanes,,,,9-12,,,public,,,,,,,,,https://aegileanes.pt/,,,+351 282 770 160,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,wlan,"0,1",
Point,-8.6872417,37.0962787,node/12573951622,school,Escola Gil Eanes,,,,,São Gonçalo de Lagos,8600-614,Rua da Escola Gil Eanes,,,,9-12,,,,,,,,,,,,https://aegileanes.pt/,,gileanes.secretaria@aegileanes.pt,+351 282 770 160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
Point,3.3978209,6.5198069,node/13023896283,school,Faculty of Art Unilag,,,,,,,,,,,,,,,,,,,,,,Faculty of Art,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3876968,6.6092687,node/13031513776,school,Ayedere Ajibola Junior Secoundary School,,,,,Kosofe,,"Ayedere Junior School Anibaba Street Iyana School Ketu, Kosofe, Lagos",,,,6-8,Government School,,government,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3881556,6.607512,node/13031519771,school,Ayedere Ajibola Sernior High School.,,,,,Kosofe,,Ayedere sernior school Anibaba Street ketu.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3913478,6.5119755,node/13111316588,school,"International School, Unilag",ISL,,,,,,DLI Road,,,,1-12,,,,,,,,,,,,,,,,christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2180986,6.4528502,node/13943316054,school,Ojo Senior High School,,Q109289808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2191215,6.4527587,node/13943316055,school,Ojo Junior High School,,Q109289823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,
Point,3.20017,6.4586199,node/13943316056,school,"Awori Junior College, Ojo",,Q110830222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,
Point,3.179207,6.474256,node/13943393318,school,Ajangbadi Junior High School,,Q109302037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,
Point,3.1700885,6.4620083,node/13943621148,school,Dynamic Foundation College,,Q138510456,,,,,Taiwo Akinbode Street,,,,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,
Point,3.1662081,6.453324,node/13943621157,school,St. Michael Nursery & Primary School,,Q136472142,,,,,St. Michael School Street,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,
Point,3.1582855,6.4587689,node/13943621158,school,Orisan Private School,,Q136386714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,
Point,3.1532208,6.4558505,node/13943621159,school,Joeihevic Private Schools,,Q136697902,,,"Shibiri, Otto-Awori, Ojo",,Sebiomo Street,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,
Point,3.1498315,6.465087,node/13943621161,school,The Kingsway Private School,,Q136472191,,,"Ajangbadi, Ojo",,Ilogbo Road,,,,,,,,,,,,,,,,,201,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,
Point,3.1443594,6.4908638,node/13943699531,school,National Postgraduate Medical College of Nigeria,,Q25053746,en:National Postgraduate Medical College of Nigeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,
Point,3.1443062,6.4169106,node/13943709267,school,Osolu Junior and Senior High School,,Q110823867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,
Point,2.9572632,6.4123258,node/13950668788,school,Local Authority Primary School Akarakumoh,,Q116312849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,1954-05-01
Point,2.8989435,6.4127378,node/13950768469,school,"Methodist Senior High School, Badagry",,Q123926686,,,,,,,,,,,,,,,,,,,,,https://lagosschoolsonline.com/single-school.php?id=432,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,
